app	tab_set	tab	group	controls	in_scope
PowerPoint	TabSetAudioTools	TabAudioToolsFormat	GroupAudioToolsAdjust	28	1
PowerPoint	TabSetAudioTools	TabAudioToolsFormat	GroupPictureSize	20	1
PowerPoint	TabSetAudioTools	TabAudioToolsFormat	GroupPictureStyles	30	1
PowerPoint	TabSetCDAudioTools	TabCDAudioToolsOptions	GroupArrange	46	1
PowerPoint	TabSetCDAudioTools	TabCDAudioToolsOptions	GroupCDAudioSetup	11	1
PowerPoint	TabSetCDAudioTools	TabCDAudioToolsOptions	GroupPlay	1	1
PowerPoint	TabSetCDAudioTools	TabCDAudioToolsOptions	GroupSize	3	1
PowerPoint	TabSetCameoTools	TabDesignCameo	GroupAltText	1	1
PowerPoint	TabSetCameoTools	TabDesignCameo	GroupArrange	46	1
PowerPoint	TabSetCameoTools	TabDesignCameo	GroupCameoSize	4	1
PowerPoint	TabSetCameoTools	TabDesignCameo	GroupCameoStyles	29	1
PowerPoint	TabSetCameoTools	TabDesignCameo	GroupChunkCameoCamera	3	1
PowerPoint	TabSetChartTools	TabChartToolsDesign	GroupChartData	6	1
PowerPoint	TabSetChartTools	TabChartToolsDesign	GroupChartStyles	2	1
PowerPoint	TabSetChartTools	TabChartToolsDesignNew	GroupChartData	6	1
PowerPoint	TabSetChartTools	TabChartToolsDesignNew	GroupChartLayouts	23	1
PowerPoint	TabSetChartTools	TabChartToolsDesignNew	GroupChartStyles	2	1
PowerPoint	TabSetChartTools	TabChartToolsDesignNew	GroupChartType	1	1
PowerPoint	TabSetChartTools	TabChartToolsFormat	GroupArrange	46	1
PowerPoint	TabSetChartTools	TabChartToolsFormat	GroupChartCurrentSelection	3	1
PowerPoint	TabSetChartTools	TabChartToolsFormat	GroupShapeStyles	40	1
PowerPoint	TabSetChartTools	TabChartToolsFormat	GroupSize	3	1
PowerPoint	TabSetChartTools	TabChartToolsFormat	GroupWordArtStyles	33	1
PowerPoint	TabSetChartTools	TabChartToolsFormatNew	GroupAltText	1	1
PowerPoint	TabSetChartTools	TabChartToolsFormatNew	GroupArrange	46	1
PowerPoint	TabSetChartTools	TabChartToolsFormatNew	GroupChartCurrentSelection	3	1
PowerPoint	TabSetChartTools	TabChartToolsFormatNew	GroupChartShapeStyles	38	1
PowerPoint	TabSetChartTools	TabChartToolsFormatNew	GroupShapesChart	2	1
PowerPoint	TabSetChartTools	TabChartToolsFormatNew	GroupSize	3	1
PowerPoint	TabSetChartTools	TabChartToolsFormatNew	GroupWordArtStyles	33	1
PowerPoint	TabSetChartTools	TabChartToolsLayout	GroupChartAnalysis	7	1
PowerPoint	TabSetChartTools	TabChartToolsLayout	GroupChartAxes	22	1
PowerPoint	TabSetChartTools	TabChartToolsLayout	GroupChartBackground	7	1
PowerPoint	TabSetChartTools	TabChartToolsLayout	GroupChartCurrentSelection	3	1
PowerPoint	TabSetChartTools	TabChartToolsLayout	GroupChartLabels	19	1
PowerPoint	TabSetChartTools	TabChartToolsLayout	GroupChartShapes	6	1
PowerPoint	TabSetDrawingTools	TabDrawingToolsFormat	GroupAltText	1	1
PowerPoint	TabSetDrawingTools	TabDrawingToolsFormat	GroupArrangeWith3DEditor	24	1
PowerPoint	TabSetDrawingTools	TabDrawingToolsFormat	GroupShapeStyles	40	1
PowerPoint	TabSetDrawingTools	TabDrawingToolsFormat	GroupShapes	13	1
PowerPoint	TabSetDrawingTools	TabDrawingToolsFormat	GroupSize	3	1
PowerPoint	TabSetDrawingTools	TabDrawingToolsFormat	GroupWordArtStyles	33	1
PowerPoint	TabSetEquationTools	TabEquationToolsDesign	GroupEquationStructures	11	1
PowerPoint	TabSetEquationTools	TabEquationToolsDesign	GroupEquationSymbols	1	1
PowerPoint	TabSetEquationTools	TabEquationToolsDesign	GroupEquationTools	6	1
PowerPoint	TabSetInkTools	TabInkToolsPens	GroupDiagramming	1	1
PowerPoint	TabSetInkTools	TabInkToolsPens	GroupInkClose	1	1
PowerPoint	TabSetInkTools	TabInkToolsPens	GroupInkFormat	1	1
PowerPoint	TabSetInkTools	TabInkToolsPens	GroupInkPens	1	1
PowerPoint	TabSetInkTools	TabInkToolsPens	GroupInkSelect	1	1
PowerPoint	TabSetInkTools	TabInkToolsPens	GroupPens	7	1
PowerPoint	TabSetInkTools	TabInkToolsPens	GroupPensWrite	10	1
PowerPoint	TabSetInteractiveIndexTools	TabInteractiveIndexToolsFormat	GroupAltText	1	1
PowerPoint	TabSetInteractiveIndexTools	TabInteractiveIndexToolsFormat	GroupArrange	46	1
PowerPoint	TabSetInteractiveIndexTools	TabInteractiveIndexToolsFormat	GroupIndexOptions	8	1
PowerPoint	TabSetInteractiveIndexTools	TabInteractiveIndexToolsFormat	GroupIndexStyles	28	1
PowerPoint	TabSetInteractiveIndexTools	TabInteractiveIndexToolsFormat	GroupSize	3	1
PowerPoint	TabSetMovieTools	TabMovieToolsOptions	GroupArrange	46	1
PowerPoint	TabSetMovieTools	TabMovieToolsOptions	GroupMovieOptions	7	1
PowerPoint	TabSetMovieTools	TabMovieToolsOptions	GroupPlay	1	1
PowerPoint	TabSetMovieTools	TabMovieToolsOptions	GroupSize	3	1
PowerPoint	TabSetPictureTools	TabPictureToolsFormat	GroupAltText	1	1
PowerPoint	TabSetPictureTools	TabPictureToolsFormat	GroupArrangeWith3DEditor	24	1
PowerPoint	TabSetPictureTools	TabPictureToolsFormat	GroupImagePlay	1	1
PowerPoint	TabSetPictureTools	TabPictureToolsFormat	GroupPictureSize	20	1
PowerPoint	TabSetPictureTools	TabPictureToolsFormat	GroupPictureStyles	30	1
PowerPoint	TabSetPictureTools	TabPictureToolsFormat	GroupPictureTools	31	1
PowerPoint	TabSetSVGTools	TabGraphicsToolsFormat	GroupAltText	1	1
PowerPoint	TabSetSVGTools	TabGraphicsToolsFormat	GroupArrange	46	1
PowerPoint	TabSetSVGTools	TabGraphicsToolsFormat	GroupGraphicsSize	20	1
PowerPoint	TabSetSVGTools	TabGraphicsToolsFormat	GroupGraphicsStyles	30	1
PowerPoint	TabSetSVGTools	TabGraphicsToolsFormat	GroupIcons	8	1
PowerPoint	TabSetSmartArtTools	TabSmartArtToolsDesign	GroupSmartArtCreateGraphic	19	1
PowerPoint	TabSetSmartArtTools	TabSmartArtToolsDesign	GroupSmartArtLayouts	2	1
PowerPoint	TabSetSmartArtTools	TabSmartArtToolsDesign	GroupSmartArtQuickStyles	3	1
PowerPoint	TabSetSmartArtTools	TabSmartArtToolsDesign	GroupSmartArtReset	4	1
PowerPoint	TabSetSmartArtTools	TabSmartArtToolsFormat	GroupAltText	1	1
PowerPoint	TabSetSmartArtTools	TabSmartArtToolsFormat	GroupArrangeWith3DEditor	24	1
PowerPoint	TabSetSmartArtTools	TabSmartArtToolsFormat	GroupShapeStyles	40	1
PowerPoint	TabSetSmartArtTools	TabSmartArtToolsFormat	GroupSmartArtShapes	4	1
PowerPoint	TabSetSmartArtTools	TabSmartArtToolsFormat	GroupSmartArtSize	3	1
PowerPoint	TabSetSmartArtTools	TabSmartArtToolsFormat	GroupWordArtStyles	33	1
PowerPoint	TabSetSoundTools	TabSoundToolsOptions	GroupArrange	46	1
PowerPoint	TabSetSoundTools	TabSoundToolsOptions	GroupPlay	1	1
PowerPoint	TabSetSoundTools	TabSoundToolsOptions	GroupSize	3	1
PowerPoint	TabSetSoundTools	TabSoundToolsOptions	GroupSoundOptions	5	1
PowerPoint	TabSetTableTools	TabTableToolsDesign	GroupDrawBorders	6	1
PowerPoint	TabSetTableTools	TabTableToolsDesign	GroupTableStyleOptionsPowerPoint	6	1
PowerPoint	TabSetTableTools	TabTableToolsDesign	GroupTableStylesPowerPoint	33	1
PowerPoint	TabSetTableTools	TabTableToolsDesign	GroupTextStylesTable	33	1
PowerPoint	TabSetTableTools	TabTableToolsLayout	GroupAlignment	12	1
PowerPoint	TabSetTableTools	TabTableToolsLayout	GroupArrange	46	1
PowerPoint	TabSetTableTools	TabTableToolsLayout	GroupMerge	2	1
PowerPoint	TabSetTableTools	TabTableToolsLayout	GroupTable	5	1
PowerPoint	TabSetTableTools	TabTableToolsLayout	GroupTableCellSize	4	1
PowerPoint	TabSetTableTools	TabTableToolsLayout	GroupTableRowsAndColumns	8	1
PowerPoint	TabSetTableTools	TabTableToolsLayout	GroupTableSize	3	1
PowerPoint	TabSetVideoTools	TabVideoToolsDesign	GroupAltText	1	1
PowerPoint	TabSetVideoTools	TabVideoToolsDesign	GroupArrange	46	1
PowerPoint	TabSetVideoTools	TabVideoToolsDesign	GroupMediaPreview	1	1
PowerPoint	TabSetVideoTools	TabVideoToolsDesign	GroupVideoSize	4	1
PowerPoint	TabSetVideoTools	TabVideoToolsDesign	GroupVideoStyles	28	1
PowerPoint	TabSetVideoTools	TabVideoToolsDesign	GroupVideoToolsAdjust	16	1
PowerPoint	TabSetVideoTools	TabVideoToolsEdit	GroupClosedCaptions	3	1
PowerPoint	TabSetVideoTools	TabVideoToolsEdit	GroupMediaPreview	1	1
PowerPoint	TabSetVideoTools	TabVideoToolsEdit	GroupSaveMedia	1	1
PowerPoint	TabSetVideoTools	TabVideoToolsEdit	GroupVideoBookmark	2	1
PowerPoint	TabSetVideoTools	TabVideoToolsEdit	GroupVideoEditing	4	1
PowerPoint	TabSetVideoTools	TabVideoToolsEdit	GroupVideoOptions	6	1
