app	tab_set	tab	group	controls	in_scope
Word	None (Backstage View)	TabHelp	GroupBackstagePrivacy	1	1
Word	None (Backstage View)	TabHelp	GroupOfficeInsider	4	1
Word	None (Backstage View)	TabHelp	GroupUpdateChannel	1	1
Word	None (Backstage View)	TabInfo	GroupCheckIn	1	1
Word	None (Backstage View)	TabInfo	GroupFileConvert	1	1
Word	None (Backstage View)	TabInfo	GroupPermissions	5	1
Word	None (Backstage View)	TabInfo	GroupPrepareForSharing	1	1
Word	None (Backstage View)	TabPrint	GroupPrintSettings	1	1
Word	None (Backstage View)	TabPublish	PublishGroup	8	1
Word	None (Backstage View)	TabRecent	GroupModernOpenPlaces	52	1
Word	None (Backstage View)	TabRecent	GroupOpenPlaces	15	1
Word	None (Backstage View)	TabSave	ModernSaveGroup	50	1
Word	None (Backstage View)	TabSave	SaveGroup	10	1
Word	None (Backstage View)	TabShare	GroupShare	21	1
Word	None (Context Menu)	ContextMenu3DModel	InsertLinkGallery	1	1
Word	None (Context Menu)	ContextMenuCanvas	InsertLinkGallery	1	1
Word	None (Context Menu)	ContextMenuGraphic	InsertLinkGallery	1	1
Word	None (Context Menu)	ContextMenuObjectsGroup	InsertLinkGallery	1	1
Word	None (Context Menu)	ContextMenuPicture	InsertLinkGallery	1	1
Word	None (Context Menu)	ContextMenuShape	InsertLinkGallery	1	1
Word	None (Context Menu)	ContextMenuShapeConnector	InsertLinkGallery	1	1
Word	None (Context Menu)	ContextMenuShapeFreeform	InsertLinkGallery	1	1
Word	None (Context Menu)	ContextMenuSmartArtBackground	InsertLinkGallery	1	1
Word	None (Context Menu)	ContextMenuSmartArtEditSmartArt	InsertLinkGallery	1	1
Word	None (Context Menu)	ContextMenuSmartArtEditText	InsertLinkGallery	1	1
Word	None (Context Menu)	ContextMenuTextEdit	InsertLinkGallery	1	1
Word	None (Context Menu)	None (Context Menu)	ContextMenu3DModel	38	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuBroadcast	5	0
Word	None (Context Menu)	None (Context Menu)	ContextMenuCanvas	36	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartArea	29	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartAxis	19	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartAxisTitle	18	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartBackWall	10	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartDataLabel	22	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartDataLabels	12	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartDataPoint	17	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartDataSeries	19	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartDataTable	11	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartDisplayUnit	20	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartDownBars	9	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartDropLines	9	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartErrorBars	9	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartFloor	9	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartGridlines	11	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartHighLowLine	9	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartLeaderLines	9	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartLegend	11	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartLegendEntry	12	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartParetoLine	1	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartPlotArea	11	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartSeriesLine	9	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartSideWall	10	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartTitle	19	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartTrendline	9	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartTrendlineLabel	20	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartUpBars	9	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuChartWalls	9	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuConflicts	2	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuGraphic	47	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuInk	28	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuLockedReadingMode	17	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuObjectEditPoint	8	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuObjectEditSegment	7	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuObjectsGroup	39	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuPicture	51	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuShape	42	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuShapeConnector	37	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuShapeFreeform	42	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuSmartArtBackground	37	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuSmartArtContentPane	15	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuSmartArtEdit1DShape	14	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuSmartArtEdit1DShapeText	22	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuSmartArtEditSmartArt	37	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuSmartArtEditText	37	1
Word	None (Context Menu)	None (Context Menu)	ContextMenuTextEdit	34	1
Word	None (Context Menu)	None (Context Menu)	HyperlinkOpenDefaultSettingMenu	2	1
Word	None (Context Menu)	None (Context Menu)	HyperlinkOpenInMenu	2	1
Word	None (Context Menu)	None (Context Menu)	InsertLinkGallery	1	1
Word	None (Context Menu)	None (Context Menu)	ObjectBringToFrontMenu	3	1
Word	None (Context Menu)	None (Context Menu)	ObjectSendToBackMenu	3	1
Word	None (Context Menu)	None (Context Menu)	TextWrapGallery	4	1
Word	None (Core Tab)	HelpTab	GroupHelpAndSupport	6	0
Word	None (Core Tab)	TabBackgroundRemoval	GroupBackgroundRemovalClose	2	1
Word	None (Core Tab)	TabBackgroundRemoval	GroupBackgroundRemovalMode	3	1
Word	None (Core Tab)	TabBlogInsert	GroupBlogInsertLinks	3	0
Word	None (Core Tab)	TabBlogInsert	GroupBlogInsertText	6	0
Word	None (Core Tab)	TabBlogInsert	GroupBlogSymbols	2	0
Word	None (Core Tab)	TabBlogInsert	GroupInsertIllustrations	23	0
Word	None (Core Tab)	TabBlogInsert	GroupInsertTables	7	0
Word	None (Core Tab)	TabBlogInsert	GroupOfficeExtension	23	0
Word	None (Core Tab)	TabBlogPost	GroupBlogBasicText	27	0
Word	None (Core Tab)	TabBlogPost	GroupBlogProofing	20	0
Word	None (Core Tab)	TabBlogPost	GroupBlogPublish	8	0
Word	None (Core Tab)	TabBlogPost	GroupBlogStyles	5	0
Word	None (Core Tab)	TabBlogPost	GroupClipboard	12	0
Word	None (Core Tab)	TabBroadcastPresentation	GroupBroadcastBroadcast	8	0
Word	None (Core Tab)	TabBroadcastPresentation	GroupBroadcastTools	1	0
Word	None (Core Tab)	TabConflicts	GroupClipboard	12	0
Word	None (Core Tab)	TabConflicts	GroupComments	16	0
Word	None (Core Tab)	TabConflicts	GroupConflicts	8	0
Word	None (Core Tab)	TabConflicts	GroupConflictsClose	1	0
Word	None (Core Tab)	TabConflicts	GroupInk	4	0
Word	None (Core Tab)	TabDeveloper	GroupAddins	3	0
Word	None (Core Tab)	TabDeveloper	GroupCode	5	0
Word	None (Core Tab)	TabDeveloper	GroupControls	15	0
Word	None (Core Tab)	TabDeveloper	GroupProtect	4	0
Word	None (Core Tab)	TabDeveloper	GroupTemplates	1	0
Word	None (Core Tab)	TabDeveloper	GroupXmlMappingPane	1	0
Word	None (Core Tab)	TabDrawInk	GroupDrawWithTouch	1	1
Word	None (Core Tab)	TabDrawInk	GroupDrawingTools	1	1
Word	None (Core Tab)	TabDrawInk	GroupEditingExcel	6	1
Word	None (Core Tab)	TabDrawInk	GroupInkClose	1	1
Word	None (Core Tab)	TabDrawInk	GroupInkConvertOneNote	6	0
Word	None (Core Tab)	TabDrawInk	GroupInputMode	3	1
Word	None (Core Tab)	TabDrawInk	GroupInsertDrawingCanvas	1	1
Word	None (Core Tab)	TabDrawInk	GroupPenAndInkHelp	1	1
Word	None (Core Tab)	TabDrawInk	GroupPens2	6	1
Word	None (Core Tab)	TabDrawInk	GroupPensOneNote	1	0
Word	None (Core Tab)	TabDrawInk	GroupStencils	1	1
Word	None (Core Tab)	TabDrawInk	GroupWrite	10	1
Word	None (Core Tab)	TabDrawInk	InkReplay	1	1
Word	None (Core Tab)	TabHome	GroupAIAssistance	2	0
Word	None (Core Tab)	TabHome	GroupAIDemo	1	0
Word	None (Core Tab)	TabHome	GroupActivation	1	0
Word	None (Core Tab)	TabHome	GroupClassifyLabelProtect	1	0
Word	None (Core Tab)	TabHome	GroupClipboard	12	1
Word	None (Core Tab)	TabHome	GroupEditing	23	1
Word	None (Core Tab)	TabHome	GroupEditor	1	1
Word	None (Core Tab)	TabHome	GroupFont	43	1
Word	None (Core Tab)	TabHome	GroupOfficeExtensionsAddinFlyout	2	0
Word	None (Core Tab)	TabHome	GroupParagraph	56	1
Word	None (Core Tab)	TabHome	GroupResearch	1	0
Word	None (Core Tab)	TabHome	GroupStyles	5	1
Word	None (Core Tab)	TabHome	GroupVoiceTools	4	0
Word	None (Core Tab)	TabInsert	GroupCollaborate	8	0
Word	None (Core Tab)	TabInsert	GroupHeaderFooter	32	1
Word	None (Core Tab)	TabInsert	GroupInsertBarcode	2	0
Word	None (Core Tab)	TabInsert	GroupInsertComments	1	1
Word	None (Core Tab)	TabInsert	GroupInsertIllustrations	23	1
Word	None (Core Tab)	TabInsert	GroupInsertLinks	5	1
Word	None (Core Tab)	TabInsert	GroupInsertPages	13	1
Word	None (Core Tab)	TabInsert	GroupInsertSymbols	7	1
Word	None (Core Tab)	TabInsert	GroupInsertTables	7	1
Word	None (Core Tab)	TabInsert	GroupInsertText	26	1
Word	None (Core Tab)	TabInsert	GroupMedia	1	1
Word	None (Core Tab)	TabInsert	GroupOfficeExtension	23	0
Word	None (Core Tab)	TabMailings	GroupEnvelopeLabelCreate	10	1
Word	None (Core Tab)	TabMailings	GroupMailMergeFinish	4	1
Word	None (Core Tab)	TabMailings	GroupMailMergePreviewResults	8	1
Word	None (Core Tab)	TabMailings	GroupMailMergeStart	13	1
Word	None (Core Tab)	TabMailings	GroupMailMergeWriteInsertFields	11	1
Word	None (Core Tab)	TabOutlining	GroupMasterDocument	8	1
Word	None (Core Tab)	TabOutlining	GroupOutliningClose	1	1
Word	None (Core Tab)	TabOutlining	GroupOutliningTools	12	1
Word	None (Core Tab)	TabPageLayoutWord	GroupArrange	65	1
Word	None (Core Tab)	TabPageLayoutWord	GroupPageLayoutSetup	23	1
Word	None (Core Tab)	TabPageLayoutWord	GroupParagraphLayout	7	1
Word	None (Core Tab)	TabPrintPreview	GroupPrintPreviewPageSetup	6	1
Word	None (Core Tab)	TabPrintPreview	GroupPrintPreviewPreview	6	1
Word	None (Core Tab)	TabPrintPreview	GroupPrintPreviewPrint	2	1
Word	None (Core Tab)	TabPrintPreview	GroupZoom	6	1
Word	None (Core Tab)	TabReferences	GroupAcronyms	1	1
Word	None (Core Tab)	TabReferences	GroupCaptions	4	1
Word	None (Core Tab)	TabReferences	GroupCitationsAndBibliography	8	1
Word	None (Core Tab)	TabReferences	GroupFootnotes	9	1
Word	None (Core Tab)	TabReferences	GroupIndex	3	1
Word	None (Core Tab)	TabReferences	GroupResearch	2	0
Word	None (Core Tab)	TabReferences	GroupTableOfAuthorities	3	1
Word	None (Core Tab)	TabReferences	GroupTableOfContents	6	1
Word	None (Core Tab)	TabReviewWord	GroupAccessibility	6	1
Word	None (Core Tab)	TabReviewWord	GroupChanges	14	1
Word	None (Core Tab)	TabReviewWord	GroupChangesTracking	22	1
Word	None (Core Tab)	TabReviewWord	GroupChineseTranslation	3	0
Word	None (Core Tab)	TabReviewWord	GroupComments	16	1
Word	None (Core Tab)	TabReviewWord	GroupCompare	8	1
Word	None (Core Tab)	TabReviewWord	GroupInk	4	1
Word	None (Core Tab)	TabReviewWord	GroupLanguage	14	1
Word	None (Core Tab)	TabReviewWord	GroupProofing	8	1
Word	None (Core Tab)	TabReviewWord	GroupProtect	4	1
Word	None (Core Tab)	TabReviewWord	GroupSpeech	1	0
Word	None (Core Tab)	TabSyntex	GroupAgreements	4	0
Word	None (Core Tab)	TabView	GroupDocumentViews	5	1
Word	None (Core Tab)	TabView	GroupMacros	4	0
Word	None (Core Tab)	TabView	GroupModes	3	1
Word	None (Core Tab)	TabView	GroupNightMode	1	1
Word	None (Core Tab)	TabView	GroupPageMovement	2	1
Word	None (Core Tab)	TabView	GroupSharePointProperties	1	0
Word	None (Core Tab)	TabView	GroupViewShowHide	4	1
Word	None (Core Tab)	TabView	GroupWindow	8	1
Word	None (Core Tab)	TabView	GroupZoom	6	1
Word	None (Core Tab)	TabWordDesign	GroupPageBackground	9	1
Word	None (Core Tab)	TabWordDesign	GroupStyleSet	16	1
Word	None (Not in the Ribbon)	None (Not in the Ribbon)	GroupThemesWord	10	1
Word	None (Not in the Ribbon)	None (Not in the Ribbon)	GroupXml	1	0
Word	None (Not in the Ribbon)	None (Not in the Ribbon)	None (Not in the Ribbon)	147	1
Word	None (Not in the Ribbon)	None (Not in the Ribbon)	TextBoxInsertGallery	3	1
Word	TabBlogInsert	GroupBlogInsertLinks	InsertLinkGallery	1	1
Word	TabEquationToolsDesign	GroupEquationTools	EquationInsertGallery	3	1
Word	TabHeaderAndFooterToolsDesign	GroupHeaderFooter	FooterInsertGallery	3	1
Word	TabHeaderAndFooterToolsDesign	GroupHeaderFooter	HeaderAndFooterMenuAnchor	6	1
Word	TabHeaderAndFooterToolsDesign	GroupHeaderFooter	HeaderFooterPageNumberInsert	12	1
Word	TabHeaderAndFooterToolsDesign	GroupHeaderFooter	HeaderInsertGallery	3	1
Word	TabHome	GroupClassifyLabelProtect	ClassifyLabelProtect	6	0
Word	TabInsert	GroupHeaderFooter	FooterInsertGallery	3	1
Word	TabInsert	GroupHeaderFooter	HeaderAndFooterMenuAnchor	6	1
Word	TabInsert	GroupHeaderFooter	HeaderFooterPageNumberInsert	12	1
Word	TabInsert	GroupHeaderFooter	HeaderInsertGallery	3	1
Word	TabInsert	GroupInsertLinks	InsertLinkGallery	1	1
Word	TabInsert	GroupInsertPages	CoverPageInsertGallery	3	1
Word	TabInsert	GroupInsertPages	PagesMenuAnchor	3	1
Word	TabInsert	GroupInsertSymbols	InsertBuildingBlocksEquationsGallery	3	1
Word	TabInsert	GroupInsertText	TextBoxInsertGallery	3	1
Word	TabRecent	GroupModernOpenPlaces	ButtonCategoryCloudServices	5	1
Word	TabRecent	GroupModernOpenPlaces	ButtonCategoryLocalServices	2	1
Word	TabRecent	GroupModernOpenPlaces	ButtonTaskDynamicServiceProvider	6	1
Word	TabRecent	GroupModernOpenPlaces	ButtonTaskRecentDocuments	1	1
Word	TabRecent	GroupModernOpenPlaces	ButtonTaskSharedWithMe	1	1
Word	TabRecent	GroupModernOpenPlaces	CloudSkyDriveUpsellGroup	1	1
Word	TabRecent	GroupModernOpenPlaces	GroupCloudGettingStartedOpenMRUPlacesOrNavSlab	1	1
Word	TabRecent	GroupModernOpenPlaces	GroupLocalGettingStartedOpenMRUPlacesOrNavSlab	1	1
Word	TabRecent	GroupModernOpenPlaces	GroupRecentCloudPlaces	1	1
Word	TabRecent	GroupModernOpenPlaces	GroupRecentDocumentsNew	1	1
Word	TabRecent	GroupModernOpenPlaces	GroupRecentLocalPlaces	1	1
Word	TabRecent	GroupModernOpenPlaces	GroupRecentPinnableCloudPlaces	1	1
Word	TabRecent	GroupModernOpenPlaces	GroupSharedWithMeDocumentsNew	1	1
Word	TabRecent	GroupModernOpenPlaces	PinnableGroupCloudGettingStartedOpenMRUPlacesOrNavSlab	1	1
Word	TabRecent	GroupOpenPlaces	ButtonCategoryRecentDocuments	5	1
Word	TabReferences	GroupTableOfContents	TableOfContentsGallery	3	1
Word	TabSave	ModernSaveGroup	ButtonTaskDynamicServiceProvider	5	1
Word	TabSave	ModernSaveGroup	CloudSkyDriveUpsellGroup	1	1
Word	TabSave	ModernSaveGroup	GroupGettingStartedSaveAsMRUCloudPlacesOrNavSlab	1	1
Word	TabSave	ModernSaveGroup	GroupGettingStartedSaveAsMRULocalPlacesOrNavSlab	1	1
Word	TabSave	ModernSaveGroup	GroupPinnableGettingStartedSaveAsMRUCloudPlacesOrNav	1	1
Word	TabSave	ModernSaveGroup	LocalSave	2	1
Word	TabSave	ModernSaveGroup	SaveCloudServices	4	1
Word	TabSave	SaveGroup	Save	4	1
Word	TabSet3DModelTools	Tab3DModelToolsFormat	Group3DModelPlay	2	1
Word	TabSet3DModelTools	Tab3DModelToolsFormat	Group3DModelSize	4	1
Word	TabSet3DModelTools	Tab3DModelToolsFormat	Group3DModelStyles	2	1
Word	TabSet3DModelTools	Tab3DModelToolsFormat	GroupAdjust3DModel	10	1
Word	TabSet3DModelTools	Tab3DModelToolsFormat	GroupAltText	1	1
Word	TabSet3DModelTools	Tab3DModelToolsFormat	GroupArrange	35	1
Word	TabSetChartTools	TabChartToolsDesign	GroupChartData	6	1
Word	TabSetChartTools	TabChartToolsDesign	GroupChartStyles	2	1
Word	TabSetChartTools	TabChartToolsDesignNew	GroupChartData	6	1
Word	TabSetChartTools	TabChartToolsDesignNew	GroupChartLayouts	23	1
Word	TabSetChartTools	TabChartToolsDesignNew	GroupChartStyles	2	1
Word	TabSetChartTools	TabChartToolsDesignNew	GroupChartType	1	1
Word	TabSetChartTools	TabChartToolsFormat	GroupArrange	65	1
Word	TabSetChartTools	TabChartToolsFormat	GroupChartCurrentSelection	3	1
Word	TabSetChartTools	TabChartToolsFormat	GroupShapeStyles	37	1
Word	TabSetChartTools	TabChartToolsFormat	GroupSize	3	1
Word	TabSetChartTools	TabChartToolsFormat	GroupWordArtStyles	30	1
Word	TabSetChartTools	TabChartToolsFormatNew	GroupAltText	1	1
Word	TabSetChartTools	TabChartToolsFormatNew	GroupArrange	65	1
Word	TabSetChartTools	TabChartToolsFormatNew	GroupChartCurrentSelection	3	1
Word	TabSetChartTools	TabChartToolsFormatNew	GroupChartShapeStyles	35	1
Word	TabSetChartTools	TabChartToolsFormatNew	GroupShapesChart	2	1
Word	TabSetChartTools	TabChartToolsFormatNew	GroupSize	3	1
Word	TabSetChartTools	TabChartToolsFormatNew	GroupWordArtStyles	30	1
Word	TabSetChartTools	TabChartToolsLayout	GroupChartAnalysis	7	1
Word	TabSetChartTools	TabChartToolsLayout	GroupChartAxes	22	1
Word	TabSetChartTools	TabChartToolsLayout	GroupChartBackground	7	1
Word	TabSetChartTools	TabChartToolsLayout	GroupChartCurrentSelection	3	1
Word	TabSetChartTools	TabChartToolsLayout	GroupChartLabels	19	1
Word	TabSetChartTools	TabChartToolsLayout	GroupChartShapes	6	1
Word	TabSetDiagramTools	TabDiagramToolsFormatClassic	Group3DEffects	17	1
Word	TabSetDiagramTools	TabDiagramToolsFormatClassic	GroupDiagramArrangeClassic	34	1
Word	TabSetDiagramTools	TabDiagramToolsFormatClassic	GroupDiagramLayoutClassic	8	1
Word	TabSetDiagramTools	TabDiagramToolsFormatClassic	GroupDiagramStylesClassic	24	1
Word	TabSetDiagramTools	TabDiagramToolsFormatClassic	GroupShadowEffects	9	1
Word	TabSetDiagramTools	TabDiagramToolsFormatClassic	GroupSizeClassic	3	1
Word	TabSetDrawingTools	TabDrawingToolsFormat	GroupAltText	1	1
Word	TabSetDrawingTools	TabDrawingToolsFormat	GroupArrangeWith3DEditor	65	1
Word	TabSetDrawingTools	TabDrawingToolsFormat	GroupShapeStyles	37	1
Word	TabSetDrawingTools	TabDrawingToolsFormat	GroupShapes	12	1
Word	TabSetDrawingTools	TabDrawingToolsFormat	GroupSize	3	1
Word	TabSetDrawingTools	TabDrawingToolsFormat	GroupTextbox	5	1
Word	TabSetDrawingTools	TabDrawingToolsFormat	GroupWordArtStyles	30	1
Word	TabSetDrawingToolsClassic	TabDrawingToolsFormatClassic	Group3DEffects	17	1
Word	TabSetDrawingToolsClassic	TabDrawingToolsFormatClassic	GroupArrange	65	1
Word	TabSetDrawingToolsClassic	TabDrawingToolsFormatClassic	GroupShadowEffects	9	1
Word	TabSetDrawingToolsClassic	TabDrawingToolsFormatClassic	GroupShapeStylesClassic	20	1
Word	TabSetDrawingToolsClassic	TabDrawingToolsFormatClassic	GroupShapesClassic	5	1
Word	TabSetDrawingToolsClassic	TabDrawingToolsFormatClassic	GroupSizeClassic	3	1
Word	TabSetEquationTools	TabEquationToolsDesign	GroupConversions	10	1
Word	TabSetEquationTools	TabEquationToolsDesign	GroupEquationStructures	11	1
Word	TabSetEquationTools	TabEquationToolsDesign	GroupEquationSymbols	1	1
Word	TabSetEquationTools	TabEquationToolsDesign	GroupEquationTools	3	1
Word	TabSetHeaderAndFooterTools	TabHeaderAndFooterToolsDesign	GroupHeaderFooter	32	1
Word	TabSetHeaderAndFooterTools	TabHeaderAndFooterToolsDesign	GroupHeaderFooterClose	1	1
Word	TabSetHeaderAndFooterTools	TabHeaderAndFooterToolsDesign	GroupHeaderFooterInsert	17	1
Word	TabSetHeaderAndFooterTools	TabHeaderAndFooterToolsDesign	GroupHeaderFooterNavigation	5	1
Word	TabSetHeaderAndFooterTools	TabHeaderAndFooterToolsDesign	GroupHeaderFooterOptions	3	1
Word	TabSetHeaderAndFooterTools	TabHeaderAndFooterToolsDesign	GroupHeaderFooterPosition	3	1
Word	TabSetInkTools	TabInkToolsPens	GroupInkClose	1	1
Word	TabSetInkTools	TabInkToolsPens	GroupInkConvertOneNote	6	0
Word	TabSetInkTools	TabInkToolsPens	GroupInkFormat	1	1
Word	TabSetInkTools	TabInkToolsPens	GroupInkPens	1	1
Word	TabSetInkTools	TabInkToolsPens	GroupInkSelect	1	1
Word	TabSetInkTools	TabInkToolsPens	GroupPens	6	1
Word	TabSetInkTools	TabInkToolsPens	GroupPensWrite	4	1
Word	TabSetLearningTools	TabLearningTools	ChunkLearningTools	19	1
Word	TabSetLearningTools	TabLearningTools	ChunkLearningToolsClose	1	1
Word	TabSetOrganizationChartTools	TabOrganizationChartToolsFormat	Group3DEffects	17	1
Word	TabSetOrganizationChartTools	TabOrganizationChartToolsFormat	GroupDiagramArrangeClassic	34	1
Word	TabSetOrganizationChartTools	TabOrganizationChartToolsFormat	GroupOrganizationChartLayoutClassic	5	1
Word	TabSetOrganizationChartTools	TabOrganizationChartToolsFormat	GroupOrganizationChartSelect	4	1
Word	TabSetOrganizationChartTools	TabOrganizationChartToolsFormat	GroupOrganizationChartShapeInsert	3	1
Word	TabSetOrganizationChartTools	TabOrganizationChartToolsFormat	GroupOrganizationChartStyleClassic	18	1
Word	TabSetOrganizationChartTools	TabOrganizationChartToolsFormat	GroupShadowEffects	9	1
Word	TabSetOrganizationChartTools	TabOrganizationChartToolsFormat	GroupSizeClassic	3	1
Word	TabSetPictureTools	TabPictureToolsFormat	GroupAltText	1	1
Word	TabSetPictureTools	TabPictureToolsFormat	GroupArrangeWith3DEditor	65	1
Word	TabSetPictureTools	TabPictureToolsFormat	GroupImagePlay	1	1
Word	TabSetPictureTools	TabPictureToolsFormat	GroupPictureSize	20	1
Word	TabSetPictureTools	TabPictureToolsFormat	GroupPictureStyles	28	1
Word	TabSetPictureTools	TabPictureToolsFormat	GroupPictureTools	29	1
Word	TabSetPictureToolsClassic	TabPictureToolsFormatClassic	GroupArrange	65	1
Word	TabSetPictureToolsClassic	TabPictureToolsFormatClassic	GroupBorder	7	1
Word	TabSetPictureToolsClassic	TabPictureToolsFormatClassic	GroupPictureSizeClassic	4	1
Word	TabSetPictureToolsClassic	TabPictureToolsFormatClassic	GroupPictureToolsClassic	7	1
Word	TabSetPictureToolsClassic	TabPictureToolsFormatClassic	GroupShadowEffects	9	1
Word	TabSetSVGTools	TabGraphicsToolsFormat	GroupAltText	1	1
Word	TabSetSVGTools	TabGraphicsToolsFormat	GroupArrange	65	1
Word	TabSetSVGTools	TabGraphicsToolsFormat	GroupGraphicsSize	20	1
Word	TabSetSVGTools	TabGraphicsToolsFormat	GroupGraphicsStyles	27	1
Word	TabSetSVGTools	TabGraphicsToolsFormat	GroupIcons	8	1
Word	TabSetSmartArtTools	TabSmartArtToolsDesign	GroupSmartArtCreateGraphic	19	1
Word	TabSetSmartArtTools	TabSmartArtToolsDesign	GroupSmartArtLayouts	2	1
Word	TabSetSmartArtTools	TabSmartArtToolsDesign	GroupSmartArtQuickStyles	3	1
Word	TabSetSmartArtTools	TabSmartArtToolsDesign	GroupSmartArtReset	1	1
Word	TabSetSmartArtTools	TabSmartArtToolsFormat	GroupAltText	1	1
Word	TabSetSmartArtTools	TabSmartArtToolsFormat	GroupArrangeWith3DEditor	65	1
Word	TabSetSmartArtTools	TabSmartArtToolsFormat	GroupShapeStyles	37	1
Word	TabSetSmartArtTools	TabSmartArtToolsFormat	GroupSmartArtShapes	4	1
Word	TabSetSmartArtTools	TabSmartArtToolsFormat	GroupSmartArtSize	3	1
Word	TabSetSmartArtTools	TabSmartArtToolsFormat	GroupWordArtStyles	30	1
Word	TabSetTableTools	TabTableToolsDesign	GroupTableBorders	13	1
Word	TabSetTableTools	TabTableToolsDesign	GroupTableLayout	13	1
Word	TabSetTableTools	TabTableToolsDesign	GroupTableStylesWord	6	1
Word	TabSetTableTools	TabTableToolsLayout	GroupTable	7	1
Word	TabSetTableTools	TabTableToolsLayout	GroupTableAlignment	21	1
Word	TabSetTableTools	TabTableToolsLayout	GroupTableCellSize	9	1
Word	TabSetTableTools	TabTableToolsLayout	GroupTableData	4	1
Word	TabSetTableTools	TabTableToolsLayout	GroupTableDraw	2	1
Word	TabSetTableTools	TabTableToolsLayout	GroupTableMerge	3	1
Word	TabSetTableTools	TabTableToolsLayout	GroupTableRowsAndColumns	10	1
Word	TabSetTextBoxTools	TabTextBoxToolsFormat	Group3DEffects	17	1
Word	TabSetTextBoxTools	TabTextBoxToolsFormat	GroupShadowEffects	9	1
Word	TabSetTextBoxTools	TabTextBoxToolsFormat	GroupSizeClassic	3	1
Word	TabSetTextBoxTools	TabTextBoxToolsFormat	GroupTextBoxArrange	36	1
Word	TabSetTextBoxTools	TabTextBoxToolsFormat	GroupTextBoxStyles	20	1
Word	TabSetTextBoxTools	TabTextBoxToolsFormat	GroupTextBoxText	7	1
Word	TabSetWordArtTools	TabWordArtToolsFormat	Group3DEffects	17	1
Word	TabSetWordArtTools	TabWordArtToolsFormat	GroupArrange	65	1
Word	TabSetWordArtTools	TabWordArtToolsFormat	GroupShadowEffects	9	1
Word	TabSetWordArtTools	TabWordArtToolsFormat	GroupSizeClassic	3	1
Word	TabSetWordArtTools	TabWordArtToolsFormat	GroupWordArtStylesClassic	19	1
Word	TabSetWordArtTools	TabWordArtToolsFormat	GroupWordArtText	17	1
Word	TabWordDesign	GroupPageBackground	WatermarkGallery	3	1
Excel	None (Backstage View)	Publish2Tab	Publish2Group	3	1
Excel	None (Backstage View)	TabHelp	GroupBackstagePrivacy	1	1
Excel	None (Backstage View)	TabHelp	GroupOfficeInsider	4	1
Excel	None (Backstage View)	TabHelp	GroupUpdateChannel	1	1
Excel	None (Backstage View)	TabInfo	GroupCheckIn	1	1
Excel	None (Backstage View)	TabInfo	GroupFileConvert	1	1
Excel	None (Backstage View)	TabInfo	GroupPermissions	5	1
Excel	None (Backstage View)	TabInfo	GroupPrepareForSharing	1	1
